text,true_label_id,pred_label_id,true_emotion,pred_emotion
valo dik holo nice smelled mrp but offer discounts milaye porche neo care er quality onnanno gulo theke better free home delivery peyechi r kharap dik holo packet ta khub e moyla ak corner a chira packet ta asa kori vetorer sob gulo valo achekintu khub e choto size er pampers likha kg baccha der but amar mone hocche kg baccha der jodi hoy o onk tight fit hbe bazar er onnnano jegulo kg likha er segulo onk tuku boro etar cheye pieces er ta order korchi pampers sudhu ratre dei baccha k r baccha der growth akhn bojha jayna janina adou sesh hbe kina naki age e r o boro hoye jabe amr baccha,0,0,Happy,Happy
after month review thats real product and i want to purchase another one,0,0,Happy,Happy
satisfied,1,1,Love,Love
value for money functioning very well tiny though the seller deserves appreciation for supplying good products,0,0,Happy,Happy
got next day delivery awesome daraz mart service,0,1,Happy,Love
it was good for normal work,0,0,Happy,Happy
its quality is good enough,1,0,Love,Happy
good but price beshi,0,0,Happy,Happy
microphone quality wasnt good,2,2,Sadness,Sadness
authentic product received thanks,0,0,Happy,Happy
i thanks for the store theres give me the same products thought i saw so this products is so good i rate this products star,0,0,Happy,Happy
thanks,1,0,Love,Happy
such a cute bagso nicelove it,0,1,Happy,Love
got it as gift,0,0,Happy,Happy
received as per size and color i wanted quite happy to get it such a low price,0,0,Happy,Happy
not so good battery backup is poor,3,2,Fear,Sadness
thank u soo muchthe thing is wonderful,0,1,Happy,Love
nice quality watch,1,1,Love,Love
good product thank you daraz,1,1,Love,Love
its smaller than i thought but still its a beautiful product,0,0,Happy,Happy
original thanks,0,0,Happy,Happy
advertise malaysia delivered indonesia non professional work dont buy from them,4,2,Anger,Sadness
the quality is awesome,1,1,Love,Love
really fantastic using long time,1,1,Love,Love
good stuff,1,0,Love,Happy
im loving it good product thanks daraz tim,0,1,Happy,Love
tnx for first delivery tnx daraz this product is good it may be best choice for gift,0,0,Happy,Happy
alhamdulillah its a good product sound quality is good but packaging was poor quality overall its value for money,1,0,Love,Happy
thanks daraz and siddique electronics for their excellent service after getting the product i informed seller to install the product he is so much cooperative and responsive installation done within day thanks siddique electronics for your prompt response really appreciate,1,0,Love,Happy
khobi valo recommended,0,1,Happy,Love
onk baje product chilo amke vanga ekta chain dise tarupor abr quality ekebare kharap keo niyen na ai shop theke,3,4,Fear,Anger
sob thik thak peyese dhonnobad daraz k satha gift o paise,1,0,Love,Happy
its good product,1,0,Love,Happy
quality was good but bam hater moddhe white mark onekgula,0,2,Happy,Sadness
really cool product very strong glue thanks,0,0,Happy,Happy
notebook quality onek valo but dam aktu besi mone hoise karon size boro vabsilam oto boro nah overall product ta onek valo amar kache valo lagse seller vai o oken valo apnara o nite paren product valo good quality,0,0,Happy,Happy
good productthanks seller and daraz,0,0,Happy,Happy
best quality,1,1,Love,Love
alhamdulillah got the delivery in just day after order super fast service from seller product is received as i was expected,0,0,Happy,Happy
it was as good as picture and review color and fabrics are fine,0,0,Happy,Happy
it came on time all ok,0,0,Happy,Happy
good product,0,0,Happy,Happy
product and services both r remarkable hope rest of the experience will be good as well thanks seller daraz,0,0,Happy,Happy
though daraz used rd logistics to transport this ac i have to receive from jessore and daraz didnt give home delivery the product is good though i didnt use it much because of the winter seller sent everything you can buy from this shop directly thanks,0,0,Happy,Happy
got on time thanks a lot,0,0,Happy,Happy
saree ta khubei sundor pic er theke bastobe aro besi sundor amar khub posondo hoyeche apnara chaile sobai nite paren ami aro ai page theke order dibo,0,0,Happy,Happy
authentic and excellent quality product cheaper than market price seller is providing free eno with every box of oats,1,0,Love,Happy
thanks daraz,0,0,Happy,Happy
good product,1,0,Love,Happy
i am happy to see exact item as per order,1,0,Love,Happy
frypan ta beshi choto but cute ache onk,0,0,Happy,Happy
highly recommended,1,1,Love,Love
after thee days seems good,0,0,Happy,Happy
it has been very helpful for my wife during her pregnancy,0,0,Happy,Happy
delivery is fast tracked all the way the clock itself liked the look quickly crossed,1,0,Love,Happy
nice product received in fresh condition thank you seller for giving me the same product,0,0,Happy,Happy
although the price is very high the performamce is very smooth no hiccups in daily usage the screen refresh rate is eye catching battery backup is also excellent,0,0,Happy,Happy
good product,1,0,Love,Happy
good product jeta dekhano ache setai peyechi,0,0,Happy,Happy
good book recommend,0,0,Happy,Happy
its not up to the mark do not recommend,2,2,Sadness,Sadness
ive been using this screen protector for my iphone pro max and its been like a week now i can say its the best screen protector ive ever used so far i have used so many expensive screen protectors but they did not perform so good like this one i would definitely recommend everyone its easy to apply and very good quality screen protector,2,0,Sadness,Happy
original product received thank you pickaboo for delivering this product during covid pandemic,0,0,Happy,Happy
after run minutes its automatically stoped,2,2,Sadness,Sadness
bit pricey,2,2,Sadness,Sadness
allahmaduallah valo product paici thanks for the seller,0,0,Happy,Happy
good quality,1,0,Love,Happy
i like the product,1,1,Love,Love
first time i have bought a costly product from daraz i was confused in the beginning but at last i am very much satisfied with product thank to to top ten and thanks to daraz,0,0,Happy,Happy
price is a bit high but the product quality is good anyone can purchase,0,0,Happy,Happy
happy with your service,0,0,Happy,Happy
thanks for your service i got my product within just days and im satisfied with my product,0,0,Happy,Happy
good quality product,0,0,Happy,Happy
genuine product delivered with compact package thanks daraz and curren bd,1,0,Love,Happy
servicequalityproduct both are great,1,0,Love,Happy
received in good condition thanks,0,0,Happy,Happy
very satisfied,0,1,Happy,Love
tvz viewing quality is really clearyou guyz can definitely try it out,0,0,Happy,Happy
the product was too old please try to maintain expire date,2,2,Sadness,Sadness
very beautiful fast delivery,1,1,Love,Love
amazing product perfect color not vibrant as photo budget friendly deal though no memory foam but comfortable my first deacthlon keds lets see how long it lasts worth buying,1,0,Love,Happy
just the same thing as basic piston only changes are volume button added with the mouth piece and an extra magnet with the ear piece,2,0,Sadness,Happy
i love it it a nice hair brush,1,1,Love,Love
worth more than the prize looks class and verywell functioning,1,0,Love,Happy
on got it as per advertised,1,1,Love,Love
just delivered a broken product nothing to say,2,2,Sadness,Sadness
thank you so much,1,1,Love,Love
just as the picture loved it,0,1,Happy,Love
great productthe seller has sent me mixed colour as requested recommended,1,0,Love,Happy
thanks to seller khub pochondo hoiche t shirt ta,0,0,Happy,Happy
i didnt get warranty card or related documents,3,2,Fear,Sadness
its totally disgusting ai product sompurno baje bitore nosto use korle baje durgondo ase seller baje produced sell kore,4,4,Anger,Anger
im loving it masaallah very useful,1,0,Love,Happy
very small size size between price too much its for only show,2,2,Sadness,Sadness
very good and useful product recommended,1,1,Love,Love
original product thanks,0,1,Happy,Love
better quality products with fast delivery highly recommended,0,0,Happy,Happy
thank you daraz the seller for give me a very nice product,0,0,Happy,Happy
very good as shown in the picture recommended,0,1,Happy,Love
received in good condition,0,0,Happy,Happy
have been using for a month although makes a little sound while pumping water inside the product seems to be good taste of water is ok,0,0,Happy,Happy
useful product mash por por change kora lagbe shob parts vitore chilo,0,0,Happy,Happy
what a products just wonderful,1,1,Love,Love
quality is fine but the box of the product found opened seal broken,2,2,Sadness,Sadness
satisfied sellar onk valopent ta amar onk valo lagcheami aro ps order korbo apnara caile nite paren,0,0,Happy,Happy
good product,0,0,Happy,Happy
much good one,0,1,Happy,Love
exactly as described,1,0,Love,Happy
this is my nd order everything is nice good thanks,0,0,Happy,Happy
nice phone,0,1,Happy,Love
authentic product and recommended to buy,0,0,Happy,Happy
overall good,0,0,Happy,Happy
value for money productand good after sales service from themhighly recommended,0,0,Happy,Happy
we can get exact delivery time hr before handed over the product with the shipper contact number,0,2,Happy,Sadness
the unit was hit by something a mark is there but spray working properly the product is good huge quantity,0,0,Happy,Happy
reviewed after couple of months best deal in this price alhamdulillah just one complaint about the tv wall mount provided it doesnt fit at all i had to buy again,0,0,Happy,Happy
